25/06/16,02:52,nomePadrao,txd,tyd,chfX,chfY,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
18/04/16,16:28,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
18/04/16,16:28,"3-4 POL XD291XD229-2P","291","229","5","0","0","2","1.15","0","2","4 kg","8 kg","3 metros","1.16.0203","0",anel,"Oxicorte"
18/04/16,16:26,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
18/04/16,16:26,"1-4 POL X100X300-20P","100","300","5","0","0","20","1.2","0","20","2 kg","30 kg","10 metros","1.16.0203","0","retangulo","Plasma"
18/04/16,08:15,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo,Terminal
18/04/16,08:15,"MKP 5-8X124X200-6P","124","200","5","0","0","6","1.4","0","6","4 kg","19 kg","2 metros","1.16.0203","False","retangulo","Plasma","Terminal"
18/04/16,08:13,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo,Terminal
18/04/16,08:13,"MKP 1-4X60X60-24P","60","60","5","0","0","24","1.2","0","24","180 gramas","5 kg","4 metros","1.16.0203","False","retangulo","Plasma","Terminal"
18/04/16,08:02,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo,Terminal
18/04/16,08:02,"MKP30CALP 2mmX54X54-24P","54","54","5","0","0","24","0.8","0","24","46 gramas","2 kg","4 metros","1.16.0203","False","retangulo","Plasma","Terminal"
15/04/16,09:13,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
15/04/16,09:13,"3-4 POL X53X313-8P","53","313","5","0","0","8","1.4","0","8","3 kg","20 kg","3 metros","1.16.0203","0","retangulo","Plasma"
15/04/16,08:57,nomePadrao,diam1,,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
15/04/16,08:57,"1-1-2 POL X D116-3P","116","","5","0","0","3","1.5","0","3","4 kg","10 kg","1 metro","1.16.0203","0",circulo,"Oxicorte"
15/04/16,08:56,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
15/04/16,08:56,"3-4 POL X96X216-2P","96","216","5","0","0","2","1.4","0","2","4 kg","7 kg","1 metro","1.16.0203","0","retangulo","Plasma"
14/04/16,16:14,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
14/04/16,16:14,"3-16 POL X52X500-4P","52","500","5","0","0","4","1.0","0","4","974 gramas","4 kg","2 metros","1.16.0203","0","retangulo","Plasma"
14/04/16,16:14,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
14/04/16,16:14,"3-16 POL X52X790-2P","52","790","5","0","0","2","1.0","0","2","2 kg","4 kg","2 metros","1.16.0203","0","retangulo","Plasma"
13/04/16,10:39,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo,Terminal
13/04/16,10:39,"H 2mmX54X54-12P","54","54","5","0","0","12","0.8","0","12","46 gramas","551 gramas","2 metros","1.16.0203","False","retangulo","Plasma","Terminal"
12/04/16,14:31,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
12/04/16,14:31,"4 POL XD381XD207-1P","381","207","5","0","0","1","1.9","0","1","65 kg","65 kg","1 metro","1.16.0203","0",anel,"Oxicorte"
12/04/16,10:29,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
12/04/16,10:29,"3 POL X203X403-1P","203","403","5","0","0","1","1.75","0","1","49 kg","49 kg","1 metro","1.16.0203","0","retangulo","Oxicorte"
12/04/16,08:20,nomePadrao,txd,tyd,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
12/04/16,08:20,"1-2 POL X250X300-1P","250","300","5","0","0","1","1.25","0","1","8 kg","8 kg","1 metro","1.16.0203","0","retangulo","Plasma"
11/04/16,15:35,nomePadrao,diam1,diam2,entrada,chapaX,chapaY,pecas,Kerf,pecasFaltantes,pecasGeradas,SpesoUnitario,SpesoTotal,SdistCorte,versao,erros,formato,processo
